  ,biospecimen_repository_sample_id,BioSample,Body Site,Paired Raw R1 Read Count,hg38 unaligned Count,RMHM viral aligned Count,RMHM viral q30 l30 EBV Count,RMHM viral q30 l30 EBV Count,RMHM viral q30 l40 EBV Count,RMHM viral q30 l50 EBV Count,RMHM viral q30 l60 EBV Count,Human Virome EBV Count,RMHM viral q30 l30 CMV Count,RMHM viral q30 l40 CMV Count,RMHM viral q30 l50 CMV Count,RMHM viral q30 l60 CMV Count,Human Virome CMV Count,RMHM viral q30 l30 HSV1 Count,RMHM viral q30 l40 HSV1 Count,RMHM viral q30 l50 HSV1 Count,RMHM viral q30 l60 HSV1 Count,Human Virome HSV1 Count,RMHM viral q30 l30 HSV2 Count,RMHM viral q30 l40 HSV2 Count,RMHM viral q30 l50 HSV2 Count,RMHM viral q30 l60 HSV2 Count,Human Virome HSV2 Count
SRR1434526,GTEX-13OVL-0011-R10a-SM-5L3GS,SAMN02791363,Brain - Frontal Cortex (BA9),38682757,703543,34285,,,,,,,,,,,,,,,,,,,,,
SRR1421140,GTEX-13OVL-0011-R11b-SM-5L3G7,SAMN02788410,Brain - Cerebellar Hemisphere,45909655,1245538,49866,85,85,84,83,80,184,,,,,,,,,,,,,,,
SRR1476407,GTEX-13OVL-0011-R1a-SM-5L3H5,SAMN02787603,Brain - Hippocampus,36556694,725090,31594,1,1,,,,,,,,,,,,,,,,,,,
SRR1431307,GTEX-13OVL-0011-R3b-SM-5L3I8,SAMN02788406,Brain - Anterior cingulate cortex (BA24),40317368,814140,34676,,,,,,,,,,,,,,,,,,,,,
SRR1390582,GTEX-13OVL-0011-R4b-SM-5L3HV,SAMN02790786,Brain - Amygdala,27911027,511204,21477,,,,,,,,,,,,,,,,,,,,,
SRR1402454,GTEX-13OVL-0011-R5b-SM-5L3FU,SAMN02793700,Brain - Caudate (basal ganglia),45344535,853709,36961,,,,,,,,,,,,,,,,,,,,,
SRR1477634,GTEX-13OVL-0011-R6a-SM-5L3G4,SAMN02787935,Brain - Nucleus accumbens (basal ganglia),41501240,772565,35952,70,70,70,69,67,132,,,,,,,,,,,,,,,
SRR1389036,GTEX-13OVL-0011-R7a-SM-5P9GW,SAMN02791676,Brain - Putamen (basal ganglia),53261378,1019164,56569,,,,,,,,,,,,,,,,,,,,,
SRR1417111,GTEX-13OVL-0011-R8a-SM-5L3HH,SAMN02792366,Brain - Hypothalamus,38998925,751172,30397,,,,,,,,,,,,,,,,,,,,,
SRR1336727,GTEX-13OVL-0011-R9a-SM-5P9GX,SAMN02793486,Brain - Spinal cord (cervical c-1),49600828,1172142,59853,,,,,,,,,,,,,,,,,,,,,
SRR1398992,GTEX-13OVL-3026-SM-5IJF1,SAMN02787811,Brain - Cerebellum,49882720,1688498,122895,,,,,,,,,,,,,,,,,,,,,
SRR1401953,GTEX-13OW5-0011-R11b-SM-5L3GG,SAMN02787715,Brain - Cerebellar Hemisphere,34216233,1165352,39438,,,,,,,,,,,,,,,,,,,,,
SRR1338584,GTEX-13OW5-0011-R1b-SM-5L3GE,SAMN02789326,Brain - Hippocampus,39315012,779662,37848,,,,,,,,,,,,,,,,,,,,,
SRR1488715,GTEX-13OW5-0011-R3a-SM-5L3I5,SAMN02788439,Brain - Anterior cingulate cortex (BA24),36970383,724579,34021,,,,,,,,,,,,,,,,,,,,,
SRR1360383,GTEX-13OW5-0011-R4b-SM-5L3HS,SAMN02788072,Brain - Amygdala,42081011,818810,36396,,,,,,,,,,,,,,,,,,,,,
SRR1418283,GTEX-13OW5-0011-R5b-SM-5L3FR,SAMN02793694,Brain - Caudate (basal ganglia),47507091,935504,40267,,,,,,,,,,,,,,,,,,,,,
SRR1489177,GTEX-13OW5-0011-R6b-SM-5O9BW,SAMN02791324,Brain - Nucleus accumbens (basal ganglia),74999126,2143831,151705,,,,,,,,,,,,,,,,,,,,,
SRR1478946,GTEX-13OW5-0011-R7a-SM-5O9C9,SAMN02792839,Brain - Putamen (basal ganglia),62492717,1497498,109547,,,,,,,,,,,,,,,,,,,,,
SRR1334847,GTEX-13OW5-0011-R8a-SM-5L3GQ,SAMN02791619,Brain - Hypothalamus,36207305,663076,31421,,,,,,,,,,,,,,,,,,,,,
SRR1488836,GTEX-13OW5-0011-R9b-SM-5O9CL,SAMN02793026,Brain - Spinal cord (cervical c-1),58312507,2257591,133848,,,,,,,,,,,,,,,,,,,,,
SRR1403875,GTEX-13OW5-3126-SM-5MR3Y,SAMN02787596,Brain - Cerebellum,49215159,1244549,47192,,,,,,,,,,,,,,,,,,,,,
SRR1440986,GTEX-13OW6-0011-R10a-SM-5L3HE,SAMN02790843,Brain - Frontal Cortex (BA9),59359862,1137007,53232,,,,,,,,,,,,,,,,,,,,,
SRR1488751,GTEX-13OW6-0011-R11a-SM-5L3H2,SAMN02790753,Brain - Cerebellar Hemisphere,52569078,1496468,56916,,,,,,,,,,,,,,,,,,,,,
SRR1358501,GTEX-13OW6-0011-R1a-SM-5L3HQ,SAMN02793593,Brain - Hippocampus,38727402,710714,32940,,,,,,,,,,,,,,,,,,,,,
SRR1360868,GTEX-13OW6-0011-R2a-SM-5L3HG,SAMN02792864,Brain - Substantia nigra,35100266,692336,29844,,,,,,,,,,,,,,,,,,,,,
SRR1489155,GTEX-13OW6-0011-R4a-SM-5O9DX,SAMN02788229,Brain - Amygdala,57440718,1642452,118245,,,,,,,,,,,,,,,,,,,,,
SRR1321786,GTEX-13OW6-0011-R5a-SM-5O9BK,SAMN02790258,Brain - Caudate (basal ganglia),67671343,1965503,134213,,,,,,,,,,,,,,,,,,,,,
SRR1465356,GTEX-13OW6-0011-R6b-SM-5L3GR,SAMN02790450,Brain - Nucleus accumbens (basal ganglia),46288606,991678,42232,,,,,,,,,,,,,,,,,,,,,
SRR1324043,GTEX-13OW6-0011-R7b-SM-5L3H4,SAMN02792733,Brain - Putamen (basal ganglia),37606638,721271,31712,,,,,,,,,,,,,,,,,,,,,
SRR1320873,GTEX-13OW6-0011-R8a-SM-5L3GF,SAMN02793476,Brain - Hypothalamus,44568156,922891,41108,,,,,,,,,,,,,,,,,,,,,
SRR1471417,GTEX-13OW6-2926-SM-5KM29,SAMN02789577,Brain - Cerebellum,41520605,1278124,77506,,,,,,,,,,,,,,,,,,,,,
SRR1444580,GTEX-13OW6-3026-SM-5J2MI,SAMN02789256,Brain - Cortex,43830930,1096548,79794,,,,,,,,,,,,,,,,,,,,,
SRR1468955,GTEX-13OW7-0011-R10a-SM-5L3H3,SAMN02792253,Brain - Frontal Cortex (BA9),42294570,815812,38619,,,,,,,,,,,,,,,,,,,,,
SRR1351325,GTEX-13OW7-0011-R11a-SM-5O9DY,SAMN02788978,Brain - Cerebellar Hemisphere,64906549,2676719,151391,,,,,,,,,,,,,,,,,,,,,
SRR1430972,GTEX-13OW7-0011-R1b-SM-5L3HF,SAMN02788212,Brain - Hippocampus,34675898,773855,32153,,,,,,1,,,,,,,,,,,,,,,
SRR1323174,GTEX-13OW7-0011-R3a-SM-5O9DA,SAMN02788874,Brain - Anterior cingulate cortex (BA24),59438262,1703813,121625,,,,,,,,,,,,,,,,,,,,,
SRR1330346,GTEX-13OW7-0011-R4b-SM-5O9CX,SAMN02789999,Brain - Amygdala,59495742,1973209,137812,,,,,,,,,,,,,,,,,,,,,
SRR1391879,GTEX-13OW7-0011-R5b-SM-5O9DM,SAMN02791276,Brain - Caudate (basal ganglia),77576460,2050969,142605,,,,,,,,,,,,,,,,,,,,,
SRR1329334,GTEX-13OW7-0011-R8b-SM-5L3HR,SAMN02792306,Brain - Hypothalamus,40024476,918526,37250,,,,,,,,,,,,,,,,,,,,,
SRR1394936,GTEX-13OW7-2926-SM-5MR3Z,SAMN02792549,Brain - Cerebellum,46191337,1144944,44775,,,,,,,,,,,,,,,,,,,,,
SRR1396640,GTEX-13OW7-3026-SM-5L3GY,SAMN02790284,Brain - Cortex,33337266,648258,28210,,,,,,,,,,,,,,,,,,,,,
SRR1418837,GTEX-13OW8-0011-R10a-SM-5L3H6,SAMN02790671,Brain - Frontal Cortex (BA9),37136109,727719,33154,,,,,,,,,,,,,,,,,,,,,
SRR1431366,GTEX-13OW8-0011-R11a-SM-5L3GT,SAMN02789920,Brain - Cerebellar Hemisphere,38570901,1004522,40417,,,,,,,,,,,,,,,,,,,,,
SRR1440082,GTEX-13OW8-0011-R1a-SM-5L3HI,SAMN02790200,Brain - Hippocampus,39566116,685678,30125,,,,,,,,,,,,,,,,,,,,,
SRR1338923,GTEX-13OW8-0011-R2a-SM-5L3G2,SAMN02788542,Brain - Substantia nigra,41009082,667153,31692,133,133,132,132,128,275,,,,,,,,,,,,,,,
SRR1405485,GTEX-13OW8-0011-R3a-SM-5L3I4,SAMN02787491,Brain - Anterior cingulate cortex (BA24),40222228,709516,34847,,,,,,,,,,,,,,,,,,,,,
SRR1315761,GTEX-13OW8-0011-R5b-SM-5L3FQ,SAMN02792561,Brain - Caudate (basal ganglia),42181646,1012313,37068,,,,,,,,,,,,,,,,,,,,,
SRR1415732,GTEX-13OW8-0011-R6b-SM-5L3I3,SAMN02791359,Brain - Nucleus accumbens (basal ganglia),43048256,900311,34525,,,,,,1,,,,,,,,,,,,,,,
SRR1429641,GTEX-13OW8-0011-R7a-SM-5L3FP,SAMN02791182,Brain - Putamen (basal ganglia),48056671,802915,36151,,,,,,,,,,,,,,,,,,,,,
SRR1317494,GTEX-13OW8-0011-R8a-SM-5L3G5,SAMN02793585,Brain - Hypothalamus,40401301,704482,30054,27,27,25,25,25,33,,,,,,,,,,,,,,,
SRR1343481,GTEX-13OW8-2826-SM-5L3GC,SAMN02788653,Brain - Cortex,43593213,778928,37371,118,118,118,115,114,293,,,,,,,,,,,,,,,
SRR1348021,GTEX-13OW8-2926-SM-5L3FV,SAMN02790545,Brain - Cerebellum,44393057,1183401,47054,,,,,,,,,,,,,,,,,,,,,
SRR1383612,GTEX-13PDP-0011-R1a-SM-5PNX5,SAMN02790917,Brain - Hippocampus,56080506,1009190,50518,,,,,,,,,,,,,,,,,,,,,
SRR1354577,GTEX-13PDP-0011-R6b-SM-5O9D5,SAMN02790893,Brain - Nucleus accumbens (basal ganglia),51656795,1781694,129607,,,,,,,,,,,,,,,,,,,,,
SRR1490613,GTEX-13PDP-0011-R8b-SM-5O9CS,SAMN02791234,Brain - Hypothalamus,59125891,1864856,131545,,,,,,,,,,,,,,,,,,,,,
SRR1480875,GTEX-13PDP-2926-SM-5N9E8,SAMN02791740,Brain - Cerebellum,64588487,2466519,107967,,,,,,,,,,,,,,,,,,,,,
SRR1488285,GTEX-13PL6-0011-R5b-SM-5O9BI,SAMN02788525,Brain - Caudate (basal ganglia),70126353,1752600,129739,,,,,,,,,,,,,,,,,,,,,
SRR1370473,GTEX-13PL6-0011-R6a-SM-5O9C5,SAMN02792310,Brain - Nucleus accumbens (basal ganglia),59408341,1472079,113645,,,,,,,,,,,,,,,,,,,,,
SRR1369219,GTEX-13PL6-0011-R9b-SM-5O9CH,SAMN02793490,Brain - Spinal cord (cervical c-1),57680410,2130918,156966,,,,,,,,,,,,,,,,,,,,,
SRR1435484,GTEX-13PL6-3126-SM-5LUAR,SAMN02791132,Brain - Cortex,34407243,1029434,37001,,,,,,,,,,,,,,,,,,,,,
SRR1455060,GTEX-13PLJ-0011-R11b-SM-5O9BS,SAMN02790536,Brain - Cerebellar Hemisphere,66512859,2545242,158417,,,,,,,,,,,,,,,,,,,,,
SRR1382956,GTEX-13PLJ-0011-R3a-SM-5O9DT,SAMN02789843,Brain - Anterior cingulate cortex (BA24),61135684,1367521,107328,,,,,,,,,,,,,,,,,,,,,
SRR1429957,GTEX-13PLJ-0011-R5a-SM-5O9BG,SAMN02788414,Brain - Caudate (basal ganglia),70172611,1794041,128989,,,,,,,,,,,,,,,,,,,,,
SRR1474137,GTEX-13PLJ-0011-R9b-SM-5O9DV,SAMN02789267,Brain - Spinal cord (cervical c-1),55644802,1976401,133060,,,,,,,,,,,,,,,,,,,,,
SRR1315799,GTEX-13PVQ-0011-R11a-SM-5O9DU,SAMN02792502,Brain - Cerebellar Hemisphere,62519180,2392613,140261,,,,,,,,,,,,,,,,,,,,,
SRR1316392,GTEX-13PVQ-0011-R3b-SM-5O9D6,SAMN02793060,Brain - Anterior cingulate cortex (BA24),60619973,1667819,119903,,,,,,,,,,,,,,,,,,,,,
SRR1467294,GTEX-13PVQ-0011-R4a-SM-5O9CT,SAMN02788352,Brain - Amygdala,55117231,2329994,160957,,,,,,,,,,,,,,,,,,,,,
SRR1444932,GTEX-13PVQ-0011-R5b-SM-5O9DI,SAMN02792711,Brain - Caudate (basal ganglia),66751102,1879438,126275,,,,,,,,,,,,,,,,,,,,,
SRR1384030,GTEX-13PVQ-0011-R7a-SM-5L3G3,SAMN02788039,Brain - Putamen (basal ganglia),44463815,837769,36407,33,33,31,31,31,62,,,,,,,,,,,,,,,
SRR1387989,GTEX-13PVQ-0011-R9b-SM-5LU3B,SAMN02788801,Brain - Spinal cord (cervical c-1),47381992,924436,59862,,,,,,,,,,,,,,,,,,,,,
SRR1466357,GTEX-13PVQ-2926-SM-5L3HJ,SAMN02792965,Brain - Cerebellum,32594393,944703,35521,,,,,,,,,,,,,,,,,,,,,
SRR1315866,GTEX-13PVQ-3026-SM-5SI93,SAMN02789818,Brain - Cortex,52824500,895979,37310,,,,,,,,,,,,,,,,,,,,,
SRR1432123,GTEX-13QIC-0011-R10a-SM-5O9C7,SAMN02789139,Brain - Frontal Cortex (BA9),61186596,1885293,134198,,,,,,,,,,,,,,,,,,,,,
SRR1429935,GTEX-13QIC-0011-R11b-SM-5O9BU,SAMN02790985,Brain - Cerebellar Hemisphere,71652583,2749019,171427,,,,,,,,,,,,,,,,,,,,,
SRR1348424,GTEX-13QIC-0011-R1a-SM-5O9CJ,SAMN02793740,Brain - Hippocampus,51458039,1605233,111181,,,,,,,,,,,,,,,,,,,,,
SRR1433431,GTEX-13QIC-0011-R3a-SM-5P9HT,SAMN02793039,Brain - Anterior cingulate cortex (BA24),52283837,1055349,53329,,,,,,,,,,,,,,,,,,,,,
SRR1352554,GTEX-13QIC-0011-R4a-SM-5PNX8,SAMN02789957,Brain - Amygdala,46670357,1095199,50053,,,,,,1,,,,,,,,,,,,,,,
SRR1354013,GTEX-13QIC-0011-R8b-SM-5O9CV,SAMN02793738,Brain - Hypothalamus,60792213,1721123,120387,,,,,,,,,,,,,,,,,,,,,
SRR1337864,GTEX-13QIC-2926-SM-5J2NF,SAMN02792242,Brain - Cortex,45291283,1175886,86994,,,,,,,,,,,,,,,,,,,,,
SRR1319672,GTEX-13QIC-3026-SM-5LU58,SAMN02790127,Brain - Cerebellum,39360009,1077960,55820,,,,,,,,,,,,,,,,,,,,,
SRR1314163,GTEX-13QJC-0011-R10a-SM-5SI63,SAMN02789706,Brain - Frontal Cortex (BA9),46909397,839548,36917,12,12,11,10,10,26,,,,,,,,,,,,,,,
SRR1390516,GTEX-13QJC-0011-R1b-SM-5S2UU,SAMN02792051,Brain - Hippocampus,47891213,850840,36077,,,,,,,,,,,,,,,,,,,,,
SRR1360744,GTEX-13QJC-0011-R2b-SM-5PNUN,SAMN02787857,Brain - Substantia nigra,40553883,779171,30795,,,,,,,,,,,,,,,,,,,,,
SRR1351880,GTEX-13QJC-0011-R6a-SM-5S2VI,SAMN02791877,Brain - Nucleus accumbens (basal ganglia),49000881,990053,39168,,,,,,,,,,,,,,,,,,,,,
SRR1408327,GTEX-13QJC-0011-R7b-SM-5PNUM,SAMN02791490,Brain - Putamen (basal ganglia),46614412,807320,32712,,,,,,,,,,,,,,,,,,,,,
SRR1416410,GTEX-13QJC-0011-R8b-SM-5S2U6,SAMN02792858,Brain - Hypothalamus,43605238,787399,30239,,,,,,,,,,,,,,,,,,,,,
SRR1464411,GTEX-13QJC-0011-R9b-SM-5PNX3,SAMN02791744,Brain - Spinal cord (cervical c-1),57789205,1086504,53730,,,,,,,,,,,,,,,,,,,,,
SRR1386708,GTEX-13RTJ-0011-R10b-SM-5O9CW,SAMN02787728,Brain - Frontal Cortex (BA9),53896780,1969750,130404,,,,,,,,,,,,,,,,,,,,,
SRR1490382,GTEX-13RTJ-0011-R11a-SM-5O9CK,SAMN02791244,Brain - Cerebellar Hemisphere,56937088,2189637,128435,,,,,,,,,,,,,,,,,,,,,
SRR1404601,GTEX-13RTJ-0011-R1a-SM-5O9D9,SAMN02789098,Brain - Hippocampus,61411055,2393235,160463,,,,,,,,,,,,,,,,,,,,,
SRR1328919,GTEX-13RTJ-0011-R2a-SM-5PNW9,SAMN02788963,Brain - Substantia nigra,37850150,662972,26185,,,,,,,,,,,,,,,,,,,,,
SRR1453145,GTEX-13RTJ-0011-R3a-SM-5PNX7,SAMN02787544,Brain - Anterior cingulate cortex (BA24),44312738,931586,42260,,,,,,,,,,,,,,,,,,,,,
SRR1500428,GTEX-13RTJ-0011-R4b-SM-5PNX1,SAMN02787528,Brain - Amygdala,58644333,1160191,56496,,,,,,,,,,,,,,,,,,,,,
SRR1314767,GTEX-13RTJ-0011-R5a-SM-5P9HR,SAMN02793090,Brain - Caudate (basal ganglia),60131804,1219724,63184,,,,,,,,,,,,,,,,,,,,,
SRR1477197,GTEX-13RTJ-0011-R6a-SM-5SI74,SAMN02790763,Brain - Nucleus accumbens (basal ganglia),35861167,714709,27960,4,4,4,4,4,9,,,,,,,,,,,,,,,
SRR1434934,GTEX-13RTJ-0011-R7b-SM-5P9JS,SAMN02788687,Brain - Putamen (basal ganglia),48692229,1178638,54248,,,,,,,,,,,,,,,,,,,,,
SRR1446092,GTEX-13RTJ-0011-R8b-SM-5O9DL,SAMN02787225,Brain - Hypothalamus,49835936,1979091,122898,,,,,,,,,,,,,,,,,,,,,
SRR1491311,GTEX-13RTJ-0011-R9a-SM-5Q5AY,SAMN02791632,Brain - Spinal cord (cervical c-1),37219630,720051,23744,,,,,,1,,,,,,,,,,,,,,,
SRR1377984,GTEX-13RTJ-3126-SM-5S2Q4,SAMN02790090,Brain - Cerebellum,30220655,803555,21513,6,6,6,6,6,8,,,,,,,,,,,,,,,
SRR1362643,GTEX-13RTL-0011-R1a-SM-5PNZ8,SAMN02793010,Brain - Hippocampus,59545427,1038812,51114,,,,,,,,,,,,,,,,,,,,,
SRR1322456,GTEX-13RTL-0011-R3a-SM-5P9JP,SAMN02788155,Brain - Anterior cingulate cortex (BA24),52353108,1010723,47543,,,,,,,,,,,,,,,,,,,,,
SRR1474795,GTEX-13RTL-0011-R9a-SM-5Q5BR,SAMN02787824,Brain - Spinal cord (cervical c-1),29537544,767182,15374,1,1,1,1,1,1,,,,,,,,,,,,,,,
SRR1487194,GTEX-13S7M-0011-R10b-SM-5PNZB,SAMN02790352,Brain - Frontal Cortex (BA9),55270645,1038926,53001,,,,,,,,,,,,,,,,,,,,,
SRR1322270,GTEX-13S7M-0011-R11b-SM-5P9HU,SAMN02787933,Brain - Cerebellar Hemisphere,54755106,1540674,69614,,,,,,,,,,,,,,,,,,,,,
SRR1467212,GTEX-13S7M-0011-R1b-SM-5PNZE,SAMN02789757,Brain - Hippocampus,56125548,1025618,50522,,,,,,,,,,,,,,,,,,,,,
SRR1388378,GTEX-13S7M-0011-R3a-SM-5PNX2,SAMN02793501,Brain - Anterior cingulate cortex (BA24),63582876,1198603,59099,,,,,,,,,,,,,,,,,,,,,
SRR1362417,GTEX-13S7M-0011-R5b-SM-5P9HS,SAMN02792852,Brain - Caudate (basal ganglia),63164421,1333048,64036,,,,,,,,,,,,,,,,,,,,,
SRR1323130,GTEX-13S7M-0011-R6b-SM-5O9D8,SAMN02787585,Brain - Nucleus accumbens (basal ganglia),61276787,1699410,118684,,,,,,,,,,,,,,,,,,,,,
SRR1419714,GTEX-13S7M-0011-R7a-SM-5O9DK,SAMN02791231,Brain - Putamen (basal ganglia),58058980,1659584,117197,,,,,,,,,,,,,,,,,,,,,
SRR1323807,GTEX-13S7M-0011-R9a-SM-5O9DW,SAMN02793016,Brain - Spinal cord (cervical c-1),53958537,1563531,108421,,,,,,,,,,,,,,,,,,,,,
SRR1472621,GTEX-13S7M-3026-SM-5S2QQ,SAMN02792034,Brain - Cerebellum,29820549,789155,23092,3,3,3,3,3,6,,,,,,,,,,,,,,,
SRR1331751,GTEX-13S7M-3126-SM-5RQJQ,SAMN02789946,Brain - Cortex,37070842,843232,34598,,,,,,,,,,,,,,,,,,,,,
SRR1356444,GTEX-13SLW-0011-R10a-SM-5S2UI,SAMN02787245,Brain - Frontal Cortex (BA9),43107016,832649,31823,,,,,,,,,,,,,,,,,,,,,
SRR1355061,GTEX-13SLW-0011-R11a-SM-5SI8Q,SAMN02793289,Brain - Cerebellar Hemisphere,41362461,1219567,38412,7,7,7,7,7,14,,,,,,,,,,,,,,,
SRR1362464,GTEX-13SLW-0011-R1a-SM-5S2W7,SAMN02789152,Brain - Hippocampus,37604417,789196,26032,,,,,,,,,,,,,,,,,,,,,
SRR1440876,GTEX-13SLW-0011-R2b-SM-5O9C6,SAMN02791748,Brain - Substantia nigra,55657383,1500136,112158,,,,,,,,,,,,,,,,,,,,,
SRR1360104,GTEX-13SLW-0011-R3b-SM-5SI6Y,SAMN02790489,Brain - Anterior cingulate cortex (BA24),42450134,733532,29820,6,6,6,6,6,17,,,,,,,,,,,,,,,
SRR1394297,GTEX-13SLW-0011-R4b-SM-5S2W2,SAMN02793473,Brain - Amygdala,71065071,1157650,47021,,,,,,,,,,,,,,,,,,,,,
SRR1400245,GTEX-13SLW-0011-R5b-SM-5SI6Z,SAMN02793449,Brain - Caudate (basal ganglia),49909430,789756,35728,10,10,10,10,10,16,,,,,,,,,,,,,,,
SRR1313642,GTEX-13SLW-0011-R6a-SM-5O9BH,SAMN02793510,Brain - Nucleus accumbens (basal ganglia),69314786,2865045,218856,,,,,,,,,,,,,,,,,,,,,
SRR1435536,GTEX-13SLW-0011-R8b-SM-5SI64,SAMN02788334,Brain - Hypothalamus,39809546,848487,31399,6,6,5,5,5,18,,,,,,,,,,,,,,,
SRR1470035,GTEX-13SLW-0011-R9a-SM-5O9BT,SAMN02788997,Brain - Spinal cord (cervical c-1),62819633,2673680,196994,,,,,,,,,,,,,,,,,,,,,
SRR1357478,GTEX-13SLX-0011-R10a-SM-5P9HV,SAMN02787888,Brain - Frontal Cortex (BA9),58656084,1296116,69242,,,,,,,,,,,,,,,,,,,,,
SRR1447986,GTEX-13SLX-0011-R11b-SM-5O9C8,SAMN02793482,Brain - Cerebellar Hemisphere,73267647,2566214,155900,,,,,,,,,,,,,,,,,,,,,
SRR1485333,GTEX-13SLX-0011-R2b-SM-5S2VP,SAMN02787669,Brain - Substantia nigra,41289362,787982,30429,,,,,,,,,,,,,,,,,,,,,
SRR1367128,GTEX-13SLX-0011-R4a-SM-5O9BJ,SAMN02793313,Brain - Amygdala,65526458,2320962,181741,,,,,,,,,,,,,,,,,,,,,
SRR1383723,GTEX-13SLX-0011-R5a-SM-5O9BV,SAMN02789278,Brain - Caudate (basal ganglia),71741553,1938884,136293,,,,,,,,,,,,,,,,,,,,,
SRR1387945,GTEX-13SLX-0011-R6a-SM-5PNX4,SAMN02792556,Brain - Nucleus accumbens (basal ganglia),55591172,1094877,53719,,,,,,,,,,,,,,,,,,,,,
SRR1475909,GTEX-13SLX-0011-R8b-SM-5PNWZ,SAMN02790207,Brain - Hypothalamus,59324613,1188325,58495,,,,,,,,,,,,,,,,,,,,,
SRR1488538,GTEX-13SLX-0011-R9b-SM-5SI6X,SAMN02787945,Brain - Spinal cord (cervical c-1),47570174,886320,36643,16,16,16,16,16,28,,,,,,,,,,,,,,,
SRR1459804,GTEX-13SLX-3126-SM-5S2Q5,SAMN02791788,Brain - Cortex,33072045,733481,19172,3,3,3,3,3,5,,,,,,,,,,,,,,,
SRR1410934,GTEX-13VXU-0011-R11b-SM-5O9DJ,SAMN02790616,Brain - Cerebellar Hemisphere,57814940,2202757,124962,,,,,,,,,,,,,,,,,,,,,
SRR1481216,GTEX-13VXU-0011-R3b-SM-5O9CU,SAMN02788523,Brain - Anterior cingulate cortex (BA24),56296350,1687048,115035,,,,,,,,,,,,,,,,,,,,,
SRR1378004,GTEX-13VXU-0011-R4b-SM-5O9CI,SAMN02788044,Brain - Amygdala,56267679,1679108,120592,,,,,,,,,,,,,,,,,,,,,
SRR1336357,GTEX-13VXU-0011-R5a-SM-5O9D7,SAMN02793220,Brain - Caudate (basal ganglia),57181274,1487051,102649,,,,,,,,,,,,,,,,,,,,,
SRR1474065,GTEX-13VXU-0011-R6a-SM-5SI71,SAMN02791013,Brain - Nucleus accumbens (basal ganglia),54666587,918299,39108,3,3,3,3,3,16,,,,,,,,,,,,,,,
SRR1474684,GTEX-13VXU-0011-R7b-SM-5SI72,SAMN02790042,Brain - Putamen (basal ganglia),52650347,937111,36990,13,13,13,13,13,14,,,,,,,,,,,,,,,
SRR1340133,GTEX-13VXU-0011-R9b-SM-5SI73,SAMN02788579,Brain - Spinal cord (cervical c-1),39579182,718501,28710,5,5,5,5,5,9,,,,,,,,,,,,,,,
SRR1357523,GTEX-13VXU-2926-SM-5LU5C,SAMN02792100,Brain - Cortex,43392785,769213,49483,,,,,,,,,,,,,,,,,,,,,
SRR1401552,GTEX-13VXU-3026-SM-5LU3K,SAMN02788245,Brain - Cerebellum,42834063,1088053,59085,,,,,,,,,,,,,,,,,,,,,
SRR1387264,GTEX-13X6I-0011-R10a-SM-5PNWI,SAMN02787734,Brain - Frontal Cortex (BA9),48264095,774128,32544,,,,,,,,,,,,,,,,,,,,,
SRR1368835,GTEX-13X6I-0011-R11a-SM-5P9HN,SAMN02790561,Brain - Cerebellar Hemisphere,60599902,1560301,73648,,,,,,,,,,,,,,,,,,,,,
SRR1370797,GTEX-13X6I-0011-R1b-SM-5PNZC,SAMN02790890,Brain - Hippocampus,50447311,1074180,48965,,,,,,,,,,,,,,,,,,,,,
SRR1416889,GTEX-13X6I-0011-R2b-SM-5PNWQ,SAMN02791941,Brain - Substantia nigra,33538428,580625,22256,,,,,,,,,,,,,,,,,,,,,
SRR1387178,GTEX-13X6I-0011-R3b-SM-5P9HM,SAMN02790197,Brain - Anterior cingulate cortex (BA24),56670863,1069510,56815,,,,,,,,,,,,,,,,,,,,,
SRR1500639,GTEX-13X6I-0011-R4b-SM-5PNU9,SAMN02790429,Brain - Amygdala,38809081,716559,28360,,,,,,,,,,,,,,,,,,,,,
SRR1385015,GTEX-13X6I-0011-R5a-SM-5PNWW,SAMN02792442,Brain - Caudate (basal ganglia),46573901,1077952,47306,,,,,,,,,,,,,,,,,,,,,
SRR1480479,GTEX-13X6I-0011-R7b-SM-5PNWP,SAMN02791333,Brain - Putamen (basal ganglia),39773179,867276,28790,,,,,,,,,,,,,,,,,,,,,
SRR1431345,GTEX-13X6I-0011-R8a-SM-5PNZF,SAMN02791380,Brain - Hypothalamus,56380369,1106674,53427,,,,,,,,,,,,,,,,,,,,,
SRR1315994,GTEX-13X6I-0011-R9b-SM-5PNZJ,SAMN02792892,Brain - Spinal cord (cervical c-1),57463841,1432316,62059,,,,,,,,,,,,,,,,,,,,,
SRR1409899,GTEX-13X6I-2926-SM-5Q5C3,SAMN02790064,Brain - Cerebellum,35464068,919915,26473,2,2,2,2,2,3,,,,,,,,,,,,,,,
SRR1367943,GTEX-13X6J-0011-R10b-SM-5PNWA,SAMN02792588,Brain - Frontal Cortex (BA9),41043374,638352,28171,,,,,,,,,,,,,,,,,,,,,
SRR1316874,GTEX-13X6J-0011-R11a-SM-5P9HE,SAMN02792259,Brain - Cerebellar Hemisphere,68589158,1910386,95600,,,,,,,,,,,,,,,,,,,,,
SRR1317877,GTEX-13X6J-0011-R3b-SM-5P9K5,SAMN02790082,Brain - Anterior cingulate cortex (BA24),58304283,1200173,61555,,,,,,,,,,,,,,,,,,,,,
